GlyTouCanAccession,GlycomeDBID,GlycOID,Enzyme:RefSeqAccession,Enzyme:GeneID,Enzyme:GeneName,Enzyme:Description,Enzyme:TaxonomyID,Enzyme:Organism
G32704TW,38370,GOG879,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G32704TW,38370,GOG879,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G32704TW,38370,GOG879,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G32704TW,38370,GOG879,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G32704TW,38370,GOG879,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G23295TF,7614,GOG82,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G23295TF,7614,GOG82,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G23295TF,7614,GOG82,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G23295TF,7614,GOG82,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G23295TF,7614,GOG82,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G23295TF,7614,GOG82,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G23295TF,7614,GOG82,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G23295TF,7614,GOG82,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G88582ZD,13434,GOG295,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G88582ZD,13434,GOG295,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G88582ZD,13434,GOG295,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G88582ZD,13434,GOG295,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G88582ZD,13434,GOG295,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G88582ZD,13434,GOG295,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G88582ZD,13434,GOG295,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G88582ZD,13434,GOG295,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G88582ZD,13434,GOG295,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G88582ZD,13434,GOG295,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G88582ZD,13434,GOG295,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G88582ZD,13434,GOG295,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G38115KZ,13543,GOG323,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G38115KZ,13543,GOG323,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G38115KZ,13543,GOG323,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G38115KZ,13543,GOG323,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G38115KZ,13543,GOG323,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G38115KZ,13543,GOG323,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G38115KZ,13543,GOG323,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G82942ZJ,1248,GOG32,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G82942ZJ,1248,GOG32,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G82942ZJ,1248,GOG32,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G82942ZJ,1248,GOG32,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G82942ZJ,1248,GOG32,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G82942ZJ,1248,GOG32,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G82942ZJ,1248,GOG32,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G82942ZJ,1248,GOG32,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G56522QM,13433,GOG294,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G56522QM,13433,GOG294,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G56522QM,13433,GOG294,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G56522QM,13433,GOG294,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G56522QM,13433,GOG294,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G56522QM,13433,GOG294,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G56522QM,13433,GOG294,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G56522QM,13433,GOG294,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G56522QM,13433,GOG294,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G56522QM,13433,GOG294,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G56522QM,13433,GOG294,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G56522QM,13433,GOG294,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G75049FP,13908,GOG432,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G75049FP,13908,GOG432,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G75049FP,13908,GOG432,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G75049FP,13908,GOG432,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G75049FP,13908,GOG432,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G75049FP,13908,GOG432,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G75049FP,13908,GOG432,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G75049FP,13908,GOG432,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G75049FP,13908,GOG432,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G75049FP,13908,GOG432,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G75049FP,13908,GOG432,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G75049FP,13908,GOG432,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G14127XU,2623,GOG178,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G14127XU,2623,GOG178,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G14127XU,2623,GOG178,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G14127XU,2623,GOG178,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G14127XU,2623,GOG178,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G14127XU,2623,GOG178,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G14127XU,2623,GOG178,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G14127XU,2623,GOG178,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G14127XU,2623,GOG178,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G14127XU,2623,GOG178,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G14127XU,2623,GOG178,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G14127XU,2623,GOG178,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G14127XU,2623,GOG178,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G40542QP,14616,GOG99,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G40542QP,14616,GOG99,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G40542QP,14616,GOG99,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G40542QP,14616,GOG99,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G40542QP,14616,GOG99,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G40542QP,14616,GOG99,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G40542QP,14616,GOG99,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G40542QP,14616,GOG99,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G40542QP,14616,GOG99,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G40542QP,14616,GOG99,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G40542QP,14616,GOG99,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G40542QP,14616,GOG99,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G40542QP,14616,GOG99,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G68230AN,38119,GOG626,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G68230AN,38119,GOG626,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G68230AN,38119,GOG626,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G68230AN,38119,GOG626,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G68230AN,38119,GOG626,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G68230AN,38119,GOG626,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G68230AN,38119,GOG626,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G68230AN,38119,GOG626,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G68230AN,38119,GOG626,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G68230AN,38119,GOG626,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G68230AN,38119,GOG626,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G68230AN,38119,GOG626,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G68230AN,38119,GOG626,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G20106RU,38206,GOG713,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G20106RU,38206,GOG713,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G20106RU,38206,GOG713,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G20106RU,38206,GOG713,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G20106RU,38206,GOG713,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G20106RU,38206,GOG713,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G20106RU,38206,GOG713,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G85795PL,38361,GOG870,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G85795PL,38361,GOG870,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G85795PL,38361,GOG870,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G85795PL,38361,GOG870,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G85795PL,38361,GOG870,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G85795PL,38361,GOG870,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G85795PL,38361,GOG870,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G45187EI,13907,GOG431,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G45187EI,13907,GOG431,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G45187EI,13907,GOG431,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G45187EI,13907,GOG431,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G45187EI,13907,GOG431,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G45187EI,13907,GOG431,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G45187EI,13907,GOG431,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G45187EI,13907,GOG431,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G58827HR,35182,GOG591,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G58827HR,35182,GOG591,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G58827HR,35182,GOG591,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G58827HR,35182,GOG591,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G58827HR,35182,GOG591,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G58827HR,35182,GOG591,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G58827HR,35182,GOG591,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G58827HR,35182,GOG591,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G58827HR,35182,GOG591,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G58827HR,35182,GOG591,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G58827HR,35182,GOG591,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G58827HR,35182,GOG591,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G71679MX,13380,GOG270,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G71679MX,13380,GOG270,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G71679MX,13380,GOG270,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G71679MX,13380,GOG270,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G71679MX,13380,GOG270,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G71679MX,13380,GOG270,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G71679MX,13380,GOG270,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G71679MX,13380,GOG270,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G48888YD,38151,GOG658,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G48888YD,38151,GOG658,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G48888YD,38151,GOG658,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G48888YD,38151,GOG658,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G48888YD,38151,GOG658,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G48888YD,38151,GOG658,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G48888YD,38151,GOG658,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G48888YD,38151,GOG658,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G48888YD,38151,GOG658,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G48888YD,38151,GOG658,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G48888YD,38151,GOG658,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G48888YD,38151,GOG658,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G70737VI,38145,GOG652,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G70737VI,38145,GOG652,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G70737VI,38145,GOG652,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G70737VI,38145,GOG652,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G70737VI,38145,GOG652,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G70737VI,38145,GOG652,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G70737VI,38145,GOG652,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G70737VI,38145,GOG652,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G70737VI,38145,GOG652,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G70737VI,38145,GOG652,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G70737VI,38145,GOG652,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G70737VI,38145,GOG652,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G87941OV,14688,GOG116,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G87941OV,14688,GOG116,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G87941OV,14688,GOG116,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G87941OV,14688,GOG116,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G87941OV,14688,GOG116,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G87941OV,14688,GOG116,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G87941OV,14688,GOG116,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G22098NU,5780,GOG182,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G22098NU,5780,GOG182,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G22098NU,5780,GOG182,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G22098NU,5780,GOG182,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G22098NU,5780,GOG182,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G22098NU,5780,GOG182,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G22098NU,5780,GOG182,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G22098NU,5780,GOG182,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G22098NU,5780,GOG182,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G22098NU,5780,GOG182,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G22098NU,5780,GOG182,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G22098NU,5780,GOG182,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G22098NU,5780,GOG182,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G98862GW,13428,GOG293,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G98862GW,13428,GOG293,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G98862GW,13428,GOG293,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G98862GW,13428,GOG293,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G98862GW,13428,GOG293,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G98862GW,13428,GOG293,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G98862GW,13428,GOG293,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G98862GW,13428,GOG293,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G98862GW,13428,GOG293,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G98862GW,13428,GOG293,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G98862GW,13428,GOG293,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G98862GW,13428,GOG293,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G89709TU,38301,GOG809,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G89709TU,38301,GOG809,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G89709TU,38301,GOG809,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G89709TU,38301,GOG809,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G89709TU,38301,GOG809,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G89709TU,38301,GOG809,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G89709TU,38301,GOG809,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G89709TU,38301,GOG809,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G35565NM,10462,GOG247,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G35565NM,10462,GOG247,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
